text,incident_type,source,source_url,article_title,date
"Going back to 2023, in terms of potential blocked attacks targeting the ""Shopping & General Merchandise"" industry, a similar pre-Black Friday week trend is evident. Here we’re including both DDoS and attacks blocked by the Managed Ruleset enforced by Cloudflare’s Web Application Firewall (WAF), and it’s a global perspective. The peak of 7.3 billion daily HTTP requests blocked by our WAF occurred during the weekend before Thanksgiving (November 18), coinciding with early Black Friday promotions.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"The trends in Internet traffic during events like Black Friday and Cyber Monday highlight a complex pattern of behavior globally and regionally. Cyber Monday leads the way in Internet traffic, closely followed by Black Friday. The trends in the US and UK are similar, but other countries like Germany and France show distinct patterns. The period before Black Friday also gained traction in terms of Internet and e-commerce activity in some countries.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"The shift towards mobile usage on Black Friday and desktop dominance on Cyber Monday (in the US) suggests different consumer behaviors, with e-commerce sites experiencing significant DNS traffic increase during these peak shopping periods.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"In terms of cybersecurity, while attacks are constant, we observed a lower incidence of DDoS attacks during the Black Friday week in 2023, but there was a clear increase in the two weeks leading up to the most shopping-intense period.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"And finally — don't forget, you can checkCloudflare Radarto track global and country-specific Internet traffic trends.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Thanksgiving is a tradition celebrated by millions of Americans across six time zones and 50 states, usually involving travel and bringing families together. This year, it was celebrated yesterday, on November 23, 2023. With the Internet so deeply enmeshed into our daily lives, anything that changes how so many people behave is going to also have an impact on online traffic. But how big an impact, exactly?",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"At a high level: a 10% daily decrease in Internet traffic in the US (compared to the previous week). That happens to be the exact same percentage decrease we observed in 2022. So, Thanksgiving in the US, at least in the realm of Internet traffic, seems consistent with last year.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"While we can see a 10% overall daily drop in US traffic due to Thanksgiving, the drop is even more noticeable when examining traffic on an hour-by-hour basis. Internet activity began to decrease significantly after 12:00 EST, persisting until 19:00 EST (during those times, it was at least 15% lower compared to the previous week).",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"The peak drop for the entire country occurred around 21:00 UTC, which is 16:00 EST and 13:00 PST. That drop represented 22% less traffic than the previous week at the same hour. That’s also the same time and percentage of drop we’ve seen in 2022.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"If we continue the country-wide comparison with the previous week, we also see how traffic really begins to pick up again during earlyBlack Fridaymorning in the US (as much as 18% higher than in the previous week).",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"However, it’s also interesting to do an analysis of state by state looking at local time. One question we were curious about: from an Internet perspective, what time best represents the Thanksgiving hour? This would be the time when traffic dropped the most in each state.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"Central US states such as Kansas, Iowa, Alabama, or Mississippi apparently hadan earlier Thanksgiving— given the biggest drop in traffic was at 13:00.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"Coastal US states like Washington, California, Florida, Maryland, or Delaware hada later Thanksgiving, around 17:00. There’s also Hawaii, which had the latest of all — experiencing the biggest drop in traffic around 18:00 local time.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"What surprised us the most when looking at these trends was how the “Thanksgiving time” was the same from our 2022 data in almost all the states, but also the hourly and daily drop in traffic across the US was mostly the same. It appears that when it comes to Thanksgiving, we are indeed creatures of habit.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"To consider when traffic drops the most, we look between the local time of 13:00-18:00 and compare that to the week before.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"This method allows us to observe clear differences between states, with more central US states showing larger drops in traffic compared to the previous week, while coastal states are not as significantly impacted. The exception along the US coast is Massachusetts, which experienced a 31% drop in traffic. East coast states also show a bigger drop in traffic compared to the West coast.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"Here’s the ranking of the 50 states (plus DC or the District of Columbia), ordered by the biggest drops in traffic, for those who want to explore our data better:",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"Another, perhaps unsurprising, trend is the rise of mobile devices over the Thanksgiving week in the US. Yesterday, on November 23, mobile traffic accounted for 54.5% of the Internet traffic in the US (the graph below rounds the percentages). It followed a similar trend in 2021 — wepublisheda blog about it — and in 2022, although last year it was at 53.8%.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"Looking at the past few weeks, the growth in mobile use in US Internet traffic is more evident. The average percentage of mobile traffic during the first week of November was 47% in the US; during this Thanksgiving week, it reached 51%, with the previously mentioned 54.5% peak on Thanksgiving Day (even higher than the typical weekend, which usually demonstrates more mobile usage).",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
"It’s not just mobile usage that’s going up, though. Over the next few days, we’re expecting to see a surge in traffic to make up for the Thanksgiving lull.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/do-hackers-eat-turkey-and-other-thanksgiving-internet-trends/,Do hackers eat turkey? And other Thanksgiving Internet trends,
